,gis_id,chronology,hierarchy,sb_name,su_name,x,z
0,1,10,3,S4,LCN,897.1953,134.202585
1,2,10,3,S4,LCN,3142.7824,124.47562
2,3,10,3,S4,LCN,3797.4044,119.94562
3,4,10,3,S4,LCN,6405.0243,109.00000500000002
4,5,10,3,S4,LCN,7054.1081,106.00000500000002
5,6,10,3,S4,LCN,7171.2851,105.700005
6,7,10,3,S4,LCN,7840.2983,105.640005
7,8,10,3,S4,LCN,9575.507,101.983245
8,9,7,3,S3,BE,9575.507,70.0
9,10,7,3,S3,BE,7840.2983,88.240005
10,11,7,3,S3,BE,7479.7515,85.000005
11,12,7,3,S3,BE,7171.2851,90.800005
12,13,7,3,S3,BE,7054.1081,95.000005
13,14,7,3,S3,BE,6689.9103,96.42971
14,15,7,3,S3,BE,6405.0243,98.000005
15,16,7,3,S3,BE,3797.4044,119.94562
16,17,8,2,S3-1,BEE,7840.2983,88.240005
17,18,8,2,S3-1,BEE,9575.507,84.483245
18,19,6,3,S2,GF,897.1953,134.100005
19,20,6,3,S2,GF,3143.7824,96.47562
20,21,6,3,S2,GF,3797.4044,89.44561999999999
21,22,6,3,S2,GF,6405.0243,86.500005
22,23,6,3,S2,GF,6690.9103,85.62971
23,24,6,3,S2,GF,7054.1081,81.500005
24,25,6,3,S2,GF,7480.7515,76.000005
25,26,6,3,S2,GF,7840.2983,72.440005
26,27,6,3,S2,GF,9576.507,54.983245
27,28,4,2,S1-1,VIM2,9575.507,33.983245
28,29,4,2,S1-1,VIM2,7840.2983,49.240005000000004
29,30,4,2,S1-1,VIM2,7054.1081,61.000005
30,31,4,2,S1-1,VIM2,6689.9103,60.92971
31,32,4,2,S1-1,VIM2,6405.0243,62.500005
32,33,4,2,S1-1,VIM2,4347.2116,88.84362
33,34,3,3,S1,VIM,3797.4044,89.44561999999999
34,35,3,3,S1,VIM,6405.0243,55.000005
35,36,3,3,S1,VIM,6690.9103,52.92971
36,37,3,3,S1,VIM,7055.1081,50.0
37,38,3,3,S1,VIM,7480.7515,45.000005
38,39,3,3,S1,VIM,7840.2983,35.240005000000004
39,40,3,3,S1,VIM,9575.507,33.983245
40,41,5,1,S1-1-1,VIM2-2,9575.507,48.683245
41,42,5,1,S1-1-1,VIM2-2,7840.2983,59.840005
42,43,5,1,S1-1-1,VIM2-2,7480.7515,61.500005
43,44,5,1,S1-1-1,VIM2-2,7054.1081,69.000005
44,45,5,1,S1-1-1,VIM2-2,6690.9103,66.52971
45,46,5,1,S1-1-1,VIM2-2,6405.0243,71.500005
46,47,5,1,S1-1-1,VIM2-2,5183.7602,87.95814999999999
47,48,1,3,S0,C,898.1953,105.5
48,49,1,3,S0,C,3143.7824,78.47562
49,50,1,3,S0,C,3798.4044,74.44561999999999
50,51,1,3,S0,C,6405.0243,55.000005
51,52,2,2,S0-1,C2,897.1953,118.10000500000001
52,53,2,2,S0-1,C2,3142.7824,96.47562
53,54,9,1,S3-1-1,BXE,7054.1081,106.00000500000002
54,55,9,1,S3-1-1,BXE,7171.2851,100.500005
55,56,9,1,S3-1-1,BXE,7840.2983,100.240005
56,57,9,1,S3-1-1,BXE,9575.507,94.983245
57,58,11,2,S4-1,LCN2,6385.0547,123.00000500000002
58,59,11,2,S4-1,LCN2,6405.0243,122.00000500000002
59,60,11,2,S4-1,LCN2,6690.9103,119.92971
60,61,11,2,S4-1,LCN2,7054.1081,118.00000500000002
61,62,11,2,S4-1,LCN2,7172.1081,118.00000500000002
62,63,11,2,S4-1,LCN2,7479.7515,116.38994
63,64,11,2,S4-1,LCN2,7840.2983,113.490005
64,65,11,2,S4-1,LCN2,9575.507,108.98324500000001
65,3,12,3,topo,xxx,0.0,150.00000500000002
66,4,12,3,topo,xxx,142.0169,150.00000500000002
67,5,12,3,topo,xxx,313.9965,149.00000500000002
68,6,12,3,topo,xxx,468.7977,147.99698
69,7,12,3,topo,xxx,642.8839,146.935795
70,8,12,3,topo,xxx,832.6973,144.768465
71,9,12,3,topo,xxx,974.3708,143.93958
72,10,12,3,topo,xxx,1120.9772,143.00000500000002
73,11,12,3,topo,xxx,1266.4984,142.00000500000002
74,12,12,3,topo,xxx,1430.0014,141.826955
75,13,12,3,topo,xxx,1597.2282,141.00000500000002
76,14,12,3,topo,xxx,1816.2427,140.78493
77,15,12,3,topo,xxx,1980.8748,140.00000500000002
78,16,12,3,topo,xxx,2120.5338,139.982925
79,17,12,3,topo,xxx,2271.917,139.00000500000002
80,18,12,3,topo,xxx,2430.6674,138.00000500000002
81,19,12,3,topo,xxx,2590.5565,137.16368500000002
82,20,12,3,topo,xxx,2758.5867,136.292825
83,21,12,3,topo,xxx,2986.2935,135.00000500000002
84,22,12,3,topo,xxx,3144.7194,134.99174499999998
85,23,12,3,topo,xxx,3290.5649,134.00000500000002
86,24,12,3,topo,xxx,3431.9212,133.378275
87,25,12,3,topo,xxx,3581.6072,133.00000500000002
88,26,12,3,topo,xxx,3687.4834,132.002335
89,27,12,3,topo,xxx,3766.8781,131.996055
90,28,12,3,topo,xxx,3978.4829999999997,131.00000500000002
91,29,12,3,topo,xxx,4163.7795,130.488015
92,30,12,3,topo,xxx,4300.5459,129.71814999999998
93,31,12,3,topo,xxx,4449.0056,128.34256
94,32,12,3,topo,xxx,4626.9856,127.96955499999999
95,33,12,3,topo,xxx,4772.2345,127.00000500000002
96,34,12,3,topo,xxx,4917.7557,126.00000500000002
97,35,12,3,topo,xxx,5089.7568,125.992695
98,36,12,3,topo,xxx,5248.4855,125.00000500000002
99,37,12,3,topo,xxx,5433.6942,124.00000500000002
100,38,12,3,topo,xxx,5580.1768,123.06782000000001
101,39,12,3,topo,xxx,5737.9656,123.00000500000002
102,40,12,3,topo,xxx,5883.4868,123.00000500000002
103,41,12,3,topo,xxx,6095.1539,124.00000500000002
104,42,12,3,topo,xxx,6253.9042,124.00000500000002
105,43,12,3,topo,xxx,6372.9669,124.00000500000002
106,44,12,3,topo,xxx,6456.9051,123.83752
107,45,12,3,topo,xxx,6568.0975,123.00000500000002
108,46,12,3,topo,xxx,6673.7802,122.172715
109,47,12,3,topo,xxx,6751.1569,121.922565
110,48,12,3,topo,xxx,6837.973000000001,121.00000500000002
111,49,12,3,topo,xxx,6933.2232,121.00000500000002
112,50,12,3,topo,xxx,7028.4734,121.00000500000002
113,51,12,3,topo,xxx,7100.5392,120.76333500000001
114,52,12,3,topo,xxx,7155.7858,120.04012499999999
115,53,12,3,topo,xxx,7226.9113,120.00000500000002
116,54,12,3,topo,xxx,7329.5438,119.79356
117,55,12,3,topo,xxx,7378.8046,119.08726999999999
118,56,12,3,topo,xxx,7457.0993,119.00000500000002
119,57,12,3,topo,xxx,7472.9743,119.00000500000002
120,58,12,3,topo,xxx,7516.6917,118.77543499999999
121,59,12,3,topo,xxx,7568.121999999999,118.60624
122,60,12,3,topo,xxx,7622.8698,118.01911
123,61,12,3,topo,xxx,7719.0373,118.00000500000002
124,62,12,3,topo,xxx,7834.1313,118.00000500000002
125,63,12,3,topo,xxx,7917.0795,117.91502
126,64,12,3,topo,xxx,7966.5753,117.65088
127,65,12,3,topo,xxx,8057.6517,117.00000500000002
128,66,12,3,topo,xxx,8184.9583,116.074715
129,67,12,3,topo,xxx,8336.193000000001,115.263365
130,68,12,3,topo,xxx,8419.8286,114.97402500000001
131,69,12,3,topo,xxx,8527.5519,114.00012
132,70,12,3,topo,xxx,8639.4715,113.202125
133,71,12,3,topo,xxx,8673.603000000001,113.00000500000002
134,72,12,3,topo,xxx,8749.8031,113.00000500000002
135,73,12,3,topo,xxx,8857.7533,113.00000500000002
136,74,12,3,topo,xxx,8927.6035,113.00000500000002
137,75,12,3,topo,xxx,9029.2037,113.00000500000002
138,76,12,3,topo,xxx,9111.7538,113.00000500000002
139,77,12,3,topo,xxx,9196.0364,112.819335
140,78,12,3,topo,xxx,9291.0524,112.115195
141,79,12,3,topo,xxx,9435.6045,112.00000500000002
142,80,12,3,topo,xxx,9518.1547,112.00000500000002
143,81,12,3,topo,xxx,9575.3048,112.00000500000002
144,82,12,3,topo,xxx,9664.205,111.00000500000002
145,83,12,3,topo,xxx,9734.0551,111.00000500000002
146,84,12,3,topo,xxx,9803.9052,111.00000500000002
147,85,12,3,topo,xxx,9899.1554,110.00000500000002
148,86,12,3,topo,xxx,9975.3556,110.00000500000002
149,87,12,3,topo,xxx,10115.0559,110.00000500000002
150,88,12,3,topo,xxx,10248.4061,109.00000500000002
151,89,12,3,topo,xxx,10362.7063,109.00000500000002
152,90,12,3,topo,xxx,10470.6566,108.00000500000002
153,91,12,3,topo,xxx,10606.6067,108.123435
154,92,12,3,topo,xxx,10679.2465,108.16035000000002
155,93,12,3,topo,xxx,10787.5222,108.00000500000002
156,94,12,3,topo,xxx,10920.8725,108.00000500000002
157,95,12,3,topo,xxx,11003.9343,107.91858500000001
158,96,12,3,topo,xxx,11105.0228,107.00000500000002
159,97,12,3,topo,xxx,11200.273000000001,107.00000500000002
160,98,12,3,topo,xxx,11301.8732,107.00000500000002
161,99,12,3,topo,xxx,11416.1735,107.00000500000002
162,100,12,3,topo,xxx,11505.0736,107.00000500000002
163,101,12,3,topo,xxx,11596.3309,106.269485
164,102,12,3,topo,xxx,11687.9019,106.00000500000002
165,103,12,3,topo,xxx,67.46600000000001,150.00000500000002
166,104,12,3,topo,xxx,231.7061,149.851785
167,105,12,3,topo,xxx,379.3558,148.4307
168,106,12,3,topo,xxx,556.1657,147.43589500000002
169,107,12,3,topo,xxx,720.9882,146.00000500000002
170,108,12,3,topo,xxx,897.1953,144.43759500000002
171,109,12,3,topo,xxx,1050.6669,143.35574
172,110,12,3,topo,xxx,1190.9683,142.473815
173,111,12,3,topo,xxx,1358.6353,142.00000500000002
174,112,12,3,topo,xxx,1503.6851,141.20629
175,113,12,3,topo,xxx,1702.5943,141.00000500000002
176,114,12,3,topo,xxx,1881.6802,140.01493
177,115,12,3,topo,xxx,2049.1992,140.00000500000002
178,116,12,3,topo,xxx,2206.5006,139.12076
179,117,12,3,topo,xxx,2358.249,138.700945
180,118,12,3,topo,xxx,2516.7197,137.99917499999998
181,119,12,3,topo,xxx,2664.8858,137.00000500000002
182,120,12,3,topo,xxx,2725.827,136.75942500000002
183,121,12,3,topo,xxx,2847.4487,136.00000500000002
184,122,12,3,topo,xxx,2907.8251,135.623705
185,123,12,3,topo,xxx,3077.6366,135.00000500000002
186,124,12,3,topo,xxx,3199.1391,134.07086999999999
187,125,12,3,topo,xxx,3378.6809,133.968425
188,126,12,3,topo,xxx,3516.8459,133.00000500000002
189,127,12,3,topo,xxx,3632.4476,132.43721
190,128,12,3,topo,xxx,3801.6946,131.94418000000002
191,129,12,3,topo,xxx,3873.9848,131.05121
192,130,12,3,topo,xxx,4064.5344,131.00000500000002
193,131,12,3,topo,xxx,4220.6389,130.00000500000002
194,132,12,3,topo,xxx,4363.3846,128.989755
195,133,12,3,topo,xxx,4535.7583,128.00000500000002
196,134,12,3,topo,xxx,4706.3593,127.01370999999999
197,135,12,3,topo,xxx,4856.0706,126.77297000000002
198,136,12,3,topo,xxx,5001.4259,126.00000500000002
199,137,12,3,topo,xxx,5163.9765,125.324465
200,138,12,3,topo,xxx,5329.5099,125.00000500000002
201,139,12,3,topo,xxx,5504.8305,123.951125
202,140,12,3,topo,xxx,5652.3022,123.00000500000002
203,141,12,3,topo,xxx,5808.4067,123.00000500000002
204,142,12,3,topo,xxx,5982.5948,123.22736
205,143,12,3,topo,xxx,6173.5324,124.00000500000002
206,144,12,3,topo,xxx,6326.4619,124.00000500000002
207,145,12,3,topo,xxx,8267.1845,116.00000500000002
208,146,12,3,topo,xxx,9373.6742,112.00000500000002
209,147,12,3,topo,xxx,10043.0714,110.00000500000002
210,148,12,3,topo,xxx,8116.4353,117.00000500000002
211,149,12,3,topo,xxx,10853.6241,108.00000500000002
212,,2,2,S0-1,C2,3143.7824,96.47562
213,,6,3,S2,GF,4347.2116,88.84362
214,,6,3,S2,GF,5183.7602,87.95815
215,,11,2,S4-1,LCN-2,6372.9669,124.0
